NPE_INV,fri.patterns.interpreter.parsergenerator.examples.HowToOverrideLexerImpl.main([Ljava/lang/String;)V,fri.patterns.interpreter.parsergenerator.Parser.parse(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.translateLexerRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.translateLexerRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.translateLexerRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)V,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.translateLexerRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)V,fri.patterns.interpreter.parsergenerator.syntax.Rule.getRightSymbol(I)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.translateLexerRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.checkNullableRule(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.checkNullableRule(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)Z,fri.patterns.interpreter.parsergenerator.lexer.Consumer.setNullable()V
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.checkRepeatableRule(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.checkRepeatableRule(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.getRightSymbol(I)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.checkRepeatableRule(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)Z,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.checkRepeatableRule(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)Z,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.checkRepeatableRule(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/syntax/Rule;ILfri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxSeparation$IntArray;)Z,fri.patterns.interpreter.parsergenerator.lexer.Consumer.setRepeatable()V
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerImpl.setConsumers(Ljava/util/List;Ljava/util/Map;)V,java.util.Map$Entry.getValue()Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerImpl.setConsumers(Ljava/util/List;Ljava/util/Map;)V,fri.patterns.interpreter.parsergenerator.lexer.ConsumerAlternatives.setStrategyFactoryMethod(Lfri/patterns/interpreter/parsergenerator/lexer/StrategyFactoryMethod;)V
NPE_INV,fri.patterns.interpreter.parsergenerator.Parser.reduce(Ljava/lang/Integer;)V,java.lang.Integer.intValue()I
NPE_INV,fri.patterns.interpreter.parsergenerator.Parser.reduce(Ljava/lang/Integer;)V,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.Parser.reduce(Ljava/lang/Integer;)V,fri.patterns.interpreter.parsergenerator.syntax.Rule.getNonterminal()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.Parser.detectError(Lfri/patterns/interpreter/parsergenerator/Token;Ljava/lang/Integer;Ljava/lang/Integer;)Z,java.lang.Integer.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.Parser.detectError(Lfri/patterns/interpreter/parsergenerator/Token;Ljava/lang/Integer;Ljava/lang/Integer;)Z,java.util.Map.keySet()Ljava/util/Set;
NPE_INV,fri.patterns.interpreter.parsergenerator.Parser.detectError(Lfri/patterns/interpreter/parsergenerator/Token;Ljava/lang/Integer;Ljava/lang/Integer;)Z,java.util.Set.iterator()Ljava/util/Iterator;
NPE_INV,fri.patterns.interpreter.parsergenerator.Parser.detectError(Lfri/patterns/interpreter/parsergenerator/Token;Ljava/lang/Integer;Ljava/lang/Integer;)Z,java.lang.Integer.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.removeRule(I)V,java.util.List.remove(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Rule.hashCode()I,java.util.List.hashCode()I
NPE_INV,fri.patterns.interpreter.parsergenerator.Token.isTerminal(Ljava/lang/String;)Z,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,fri.patterns.interpreter.parsergenerator.syntax.Rule.getNonterminal()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,fri.patterns.interpreter.parsergenerator.syntax.Rule.getNonterminal()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,fri.patterns.interpreter.parsergenerator.syntax.Rule.getRightSymbol(I)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,fri.patterns.interpreter.parsergenerator.syntax.Rule.getNonterminal()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,fri.patterns.interpreter.parsergenerator.syntax.Rule.getNonterminal()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.findStartRules()Ljava/util/List;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.length()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.substring(II)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.startsWith(Ljava/lang/String;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.startsWith(Ljava/lang/String;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.substring(I)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.startsWith(Ljava/lang/String;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.substring(I)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.convertSymbol(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.appendSet(Ljava/lang/String;)V,java.lang.String.length()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.appendSet(Ljava/lang/String;)V,java.lang.String.length()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.appendSet(Ljava/lang/String;)V,java.lang.String.substring(II)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.appendSet(Ljava/lang/String;)V,java.lang.String.charAt(I)C
NPE_PUT,fri.patterns.interpreter.parsergenerator.lexer.Consumer.optimize()Lfri/patterns/interpreter/parsergenerator/lexer/Consumer;,Lfri/patterns/interpreter/parsergenerator/lexer/Consumer.rule Lfri/patterns/interpreter/parsergenerator/syntax/Rule
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerBuilder.putCharConsumer(Ljava/lang/String;Lfri/patterns/interpreter/parsergenerator/lexer/Consumer;)V,fri.patterns.interpreter.parsergenerator.lexer.ConsumerAlternatives.addAlternate(Lfri/patterns/interpreter/parsergenerator/lexer/Consumer;)V
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer$CharacterSet.<init>(Ljava/lang/String;Ljava/lang/String;)V,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer$CharacterSet.<init>(Ljava/lang/String;Ljava/lang/String;)V,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,fri.patterns.interpreter.parsergenerator.syntax.Rule.getNonterminal()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.doSemantic(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;Ljava/util/List;Ljava/util/List;)Ljava/lang/Object;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.appendAll(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.size()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.appendAll(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.appendAll(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.add(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.insertAtStart(Ljava/lang/Object;Ljava/util/List;)Ljava/util/List;,java.util.List.add(ILjava/lang/Object;)V
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.append(Ljava/util/List;Ljava/lang/Object;)Ljava/util/List;,java.util.List.add(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.rule(Ljava/lang/String;Ljava/util/List;)Ljava/util/List;,java.util.List.size()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.rule(Ljava/lang/String;Ljava/util/List;)Ljava/util/List;,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.rule(Ljava/lang/String;Ljava/util/List;)Ljava/util/List;,java.util.List.set(ILjava/lang/Object;)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.syntax(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.size()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.syntax(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxBuilderSemantic.syntax(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.add(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.Object.toString()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.Object.toString()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.Object.toString()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.Object.toString()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.util.List.addAll(Ljava/util/Collection;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.getRules()Ljava/util/List;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.<init>(Ljava/lang/Object;Ljava/lang/String;)V,java.util.List.addAll(Ljava/util/Collection;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.flattenLists(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.size()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.flattenLists(Ljava/util/List;Ljava/util/List;)Ljava/util/List;,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.parenthesisContentsToString(Ljava/util/List;Ljava/lang/StringBuffer;Ljava/lang/String;)V,java.util.List.size()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.parenthesisContentsToString(Ljava/util/List;Ljava/lang/StringBuffer;Ljava/lang/String;)V,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.parenthesisContentsToString(Ljava/util/List;Ljava/lang/StringBuffer;Ljava/lang/String;)V,java.lang.Object.toString()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.parenthesisContentsToString(Ljava/util/List;Ljava/lang/StringBuffer;Ljava/lang/String;)V,java.util.List.size()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.ensureUnderscore(Ljava/lang/String;)Ljava/lang/String;,java.lang.String.startsWith(Ljava/lang/String;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.createRule(Ljava/lang/String;Ljava/util/List;)Ljava/util/List;,java.util.List.size()I
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.createRule(Ljava/lang/String;Ljava/util/List;)Ljava/util/List;,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.builder.ArtificialRule.createRule(Ljava/lang/String;Ljava/util/List;)Ljava/util/List;,java.util.List.set(ILjava/lang/Object;)Ljava/lang/Object;
NPE_GET,fri.patterns.interpreter.parsergenerator.syntax.Rule.equals(Ljava/lang/Object;)Z,Lfri/patterns/interpreter/parsergenerator/syntax/Rule.symbols Ljava/util/List
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Rule.equals(Ljava/lang/Object;)Z,java.util.List.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.util.SymbolToName.makeIdentifier(Ljava/lang/String;Ljava/lang/String;Z)Ljava/lang/String;,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.util.SymbolToName.makeIdentifier(Ljava/lang/String;Ljava/lang/String;Z)Ljava/lang/String;,java.lang.String.length()I
NPE_INV,fri.patterns.interpreter.parsergenerator.util.SymbolToName.makeIdentifier(Ljava/lang/String;Ljava/lang/String;Z)Ljava/lang/String;,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerImpl.setTerminals(Ljava/util/List;)V,java.lang.String.length()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerImpl.setTerminals(Ljava/util/List;)V,java.lang.String.length()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerImpl.setTerminals(Ljava/util/List;)V,java.lang.String.substring(II)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.LexerImpl.setTerminals(Ljava/util/List;)V,java.lang.String.charAt(I)C
NPE_INV,fri.patterns.interpreter.parsergenerator.parsertables.AbstractParserTables.getGotoState(Ljava/lang/Integer;Ljava/lang/String;)Ljava/lang/Integer;,java.util.Map.get(Ljava/lang/Object;)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.parsertables.AbstractParserTables.getParseAction(Ljava/lang/Integer;Ljava/lang/String;)Ljava/lang/Integer;,java.util.Map.get(Ljava/lang/Object;)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.builder.SerializedLexer.buildAndStoreLexer(Ljava/lang/Object;Ljava/lang/String;Ljava/util/List;Ljava/util/List;)Lfri/patterns/interpreter/parsergenerator/Lexer;,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxSeparation.getLexerSyntax()Lfri/patterns/interpreter/parsergenerator/syntax/Syntax;
NPE_INV,fri.patterns.interpreter.parsergenerator.builder.SerializedLexer.buildAndStoreLexer(Ljava/lang/Object;Ljava/lang/String;Ljava/util/List;Ljava/util/List;)Lfri/patterns/interpreter/parsergenerator/Lexer;,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxSeparation.getTokenSymbols()Ljava/util/List;
NPE_INV,fri.patterns.interpreter.parsergenerator.builder.SerializedLexer.buildAndStoreLexer(Ljava/lang/Object;Ljava/lang/String;Ljava/util/List;Ljava/util/List;)Lfri/patterns/interpreter/parsergenerator/Lexer;,fri.patterns.interpreter.parsergenerator.syntax.builder.SyntaxSeparation.getIgnoredSymbols()Ljava/util/List;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Syntax.toString()Ljava/lang/String;,fri.patterns.interpreter.parsergenerator.syntax.Rule.toString()Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.getRightSymbol(I)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z,fri.patterns.interpreter.parsergenerator.syntax.Rule.getRightSymbol(I)Ljava/lang/String;
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z,java.lang.String.equals(Ljava/lang/Object;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.lexer.ConsumerAlternatives.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z,fri.patterns.interpreter.parsergenerator.lexer.Consumer.matchesRepeatableRule(Lfri/patterns/interpreter/parsergenerator/syntax/Rule;)Z
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Rule.getNonterminal()Ljava/lang/String;,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Rule.getRightSymbol(I)Ljava/lang/String;,java.util.List.get(I)Ljava/lang/Object;
NPE_INV,fri.patterns.interpreter.parsergenerator.syntax.Rule.rightSize()I,java.util.List.size()I
